year,party,candidate_name,poll_date,weeks_left,days_left,before_convention,avg_support
2016,democrat,Hillary Rodham Clinton,4/9/2016,30,213,TRUE,48.1686
2016,democrat,Hillary Rodham Clinton,4/10/2016,30,212,TRUE,48.36018
2016,democrat,Hillary Rodham Clinton,4/11/2016,30,211,TRUE,48.60903
2016,democrat,Hillary Rodham Clinton,4/13/2016,30,209,TRUE,48.669585
2016,democrat,Hillary Rodham Clinton,4/15/2016,30,207,TRUE,48.61714
2016,democrat,Hillary Rodham Clinton,4/16/2016,29,206,TRUE,48.6134
2016,democrat,Hillary Rodham Clinton,4/17/2016,29,205,TRUE,48.79501
2016,democrat,Hillary Rodham Clinton,4/18/2016,29,204,TRUE,48.73502
2016,democrat,Hillary Rodham Clinton,4/19/2016,29,203,TRUE,48.68856
2016,democrat,Hillary Rodham Clinton,4/20/2016,29,202,TRUE,48.33208
2016,democrat,Hillary Rodham Clinton,4/22/2016,29,200,TRUE,48.27682
2016,democrat,Hillary Rodham Clinton,4/24/2016,28,198,TRUE,48.53803
2016,democrat,Hillary Rodham Clinton,4/25/2016,28,197,TRUE,48.41153
2016,democrat,Hillary Rodham Clinton,4/26/2016,28,196,TRUE,47.538465
2016,democrat,Hillary Rodham Clinton,4/28/2016,28,194,TRUE,47.481765
2016,democrat,Hillary Rodham Clinton,4/30/2016,27,192,TRUE,47.46349
2016,democrat,Hillary Rodham Clinton,5/1/2016,27,191,TRUE,47.83271
2016,democrat,Hillary Rodham Clinton,5/2/2016,27,190,TRUE,47.88375
2016,democrat,Hillary Rodham Clinton,5/3/2016,27,189,TRUE,47.87336
2016,democrat,Hillary Rodham Clinton,5/4/2016,27,188,TRUE,48.28608
2016,democrat,Hillary Rodham Clinton,5/5/2016,27,187,TRUE,48.13321
2016,democrat,Hillary Rodham Clinton,5/6/2016,27,186,TRUE,47.91378
2016,democrat,Hillary Rodham Clinton,5/7/2016,26,185,TRUE,47.86022
2016,democrat,Hillary Rodham Clinton,5/8/2016,26,184,TRUE,47.58167
2016,democrat,Hillary Rodham Clinton,5/9/2016,26,183,TRUE,46.3755
2016,democrat,Hillary Rodham Clinton,5/10/2016,26,182,TRUE,46.678955
2016,democrat,Hillary Rodham Clinton,5/12/2016,26,180,TRUE,46.43602
2016,democrat,Hillary Rodham Clinton,5/13/2016,26,179,TRUE,46.50868
2016,democrat,Hillary Rodham Clinton,5/14/2016,25,178,TRUE,46.49825
2016,democrat,Hillary Rodham Clinton,5/15/2016,25,177,TRUE,45.28389
2016,democrat,Hillary Rodham Clinton,5/16/2016,25,176,TRUE,45.22824
2016,democrat,Hillary Rodham Clinton,5/17/2016,25,175,TRUE,44.87046
2016,democrat,Hillary Rodham Clinton,5/18/2016,25,174,TRUE,44.58748
2016,democrat,Hillary Rodham Clinton,5/19/2016,25,173,TRUE,44.44678
2016,democrat,Hillary Rodham Clinton,5/20/2016,25,172,TRUE,44.449385
2016,democrat,Hillary Rodham Clinton,5/22/2016,24,170,TRUE,44.39217
2016,democrat,Hillary Rodham Clinton,5/23/2016,24,169,TRUE,44.18473
2016,democrat,Hillary Rodham Clinton,5/24/2016,24,168,TRUE,44.16711333
2016,democrat,Hillary Rodham Clinton,5/27/2016,24,165,TRUE,44.07299
2016,democrat,Hillary Rodham Clinton,5/28/2016,23,164,TRUE,44.10684
2016,democrat,Hillary Rodham Clinton,5/29/2016,23,163,TRUE,44.29289
2016,democrat,Hillary Rodham Clinton,5/30/2016,23,162,TRUE,44.07858
2016,democrat,Hillary Rodham Clinton,5/31/2016,23,161,TRUE,44.05272
2016,democrat,Hillary Rodham Clinton,6/1/2016,23,160,TRUE,44.06859
2016,democrat,Hillary Rodham Clinton,6/4/2016,22,157,TRUE,44.26293
2016,democrat,Hillary Rodham Clinton,6/5/2016,22,156,TRUE,44.19832
2016,democrat,Hillary Rodham Clinton,6/7/2016,22,154,TRUE,43.91096
2016,democrat,Hillary Rodham Clinton,6/8/2016,22,153,TRUE,42.74662
2016,democrat,Hillary Rodham Clinton,6/9/2016,22,152,TRUE,42.90506333
2016,democrat,Hillary Rodham Clinton,6/12/2016,21,149,TRUE,43.05914
2016,democrat,Hillary Rodham Clinton,6/13/2016,21,148,TRUE,42.66788
2016,democrat,Hillary Rodham Clinton,6/15/2016,21,146,TRUE,43.20708
2016,democrat,Hillary Rodham Clinton,6/16/2016,21,145,TRUE,43.733315
2016,democrat,Hillary Rodham Clinton,6/18/2016,20,143,TRUE,43.97888
2016,democrat,Hillary Rodham Clinton,6/19/2016,20,142,TRUE,43.72672
2016,democrat,Hillary Rodham Clinton,6/20/2016,20,141,TRUE,44.06465
2016,democrat,Hillary Rodham Clinton,6/21/2016,20,140,TRUE,44.27093
2016,democrat,Hillary Rodham Clinton,6/23/2016,20,138,TRUE,44.242685
2016,democrat,Hillary Rodham Clinton,6/25/2016,19,136,TRUE,44.34155
2016,democrat,Hillary Rodham Clinton,6/26/2016,19,135,TRUE,44.49011
2016,democrat,Hillary Rodham Clinton,6/27/2016,19,134,TRUE,43.98907
2016,democrat,Hillary Rodham Clinton,6/28/2016,19,133,TRUE,44.30521
2016,democrat,Hillary Rodham Clinton,6/29/2016,19,132,TRUE,43.51782
2016,democrat,Hillary Rodham Clinton,7/2/2016,18,129,TRUE,43.48127
2016,democrat,Hillary Rodham Clinton,7/3/2016,18,128,TRUE,43.41246
2016,democrat,Hillary Rodham Clinton,7/4/2016,18,127,TRUE,43.48192
2016,democrat,Hillary Rodham Clinton,7/5/2016,18,126,TRUE,43.42197
2016,democrat,Hillary Rodham Clinton,7/6/2016,18,125,TRUE,43.407595
2016,democrat,Hillary Rodham Clinton,7/8/2016,18,123,TRUE,43.35671
2016,democrat,Hillary Rodham Clinton,7/9/2016,17,122,TRUE,42.88163
2016,democrat,Hillary Rodham Clinton,7/10/2016,17,121,TRUE,42.67928
2016,democrat,Hillary Rodham Clinton,7/11/2016,17,120,TRUE,42.60842
2016,democrat,Hillary Rodham Clinton,7/12/2016,17,119,TRUE,42.03815
2016,democrat,Hillary Rodham Clinton,7/13/2016,17,118,TRUE,41.99547
2016,democrat,Hillary Rodham Clinton,7/14/2016,17,117,TRUE,42.15539
2016,democrat,Hillary Rodham Clinton,7/15/2016,17,116,TRUE,42.10009
2016,democrat,Hillary Rodham Clinton,7/16/2016,16,115,TRUE,42.23518
2016,democrat,Hillary Rodham Clinton,7/17/2016,16,114,TRUE,42.32452
2016,democrat,Hillary Rodham Clinton,7/18/2016,16,113,TRUE,42.18048
2016,democrat,Hillary Rodham Clinton,7/19/2016,16,112,TRUE,42.348885
2016,democrat,Hillary Rodham Clinton,7/21/2016,16,110,TRUE,42.23481
2016,democrat,Hillary Rodham Clinton,7/22/2016,16,109,TRUE,42.18811
2016,democrat,Hillary Rodham Clinton,7/23/2016,15,108,TRUE,42.47025
2016,democrat,Hillary Rodham Clinton,7/24/2016,15,107,TRUE,41.50692
2016,democrat,Hillary Rodham Clinton,7/26/2016,15,105,TRUE,41.05025
2016,democrat,Hillary Rodham Clinton,7/27/2016,15,104,TRUE,43.383085
2016,democrat,Hillary Rodham Clinton,7/29/2016,15,102,TRUE,44.01765
2016,democrat,Hillary Rodham Clinton,7/30/2016,14,101,TRUE,44.589055
2016,democrat,Hillary Rodham Clinton,8/1/2016,14,99,TRUE,44.69228
2016,democrat,Hillary Rodham Clinton,8/2/2016,14,98,TRUE,45.10708
2016,democrat,Hillary Rodham Clinton,8/3/2016,14,97,TRUE,44.9605
2016,democrat,Hillary Rodham Clinton,8/4/2016,14,96,TRUE,45.1073
2016,democrat,Hillary Rodham Clinton,8/5/2016,14,95,TRUE,45.214625
2016,democrat,Hillary Rodham Clinton,8/7/2016,13,93,TRUE,45.64571
2016,democrat,Hillary Rodham Clinton,8/8/2016,13,92,TRUE,45.50704
2016,democrat,Hillary Rodham Clinton,8/9/2016,13,91,TRUE,45.08843
2016,democrat,Hillary Rodham Clinton,8/10/2016,13,90,TRUE,45.11343
2016,democrat,Hillary Rodham Clinton,8/11/2016,13,89,TRUE,45.00074
2016,democrat,Hillary Rodham Clinton,8/12/2016,13,88,TRUE,45.05894
2016,democrat,Hillary Rodham Clinton,8/13/2016,12,87,TRUE,44.74857
2016,democrat,Hillary Rodham Clinton,8/15/2016,12,85,TRUE,44.73889
2016,democrat,Hillary Rodham Clinton,8/16/2016,12,84,TRUE,44.21989
2016,democrat,Hillary Rodham Clinton,8/18/2016,12,82,TRUE,44.09953
2016,democrat,Hillary Rodham Clinton,8/19/2016,12,81,TRUE,44.05559
2016,democrat,Hillary Rodham Clinton,8/20/2016,11,80,TRUE,44.07226
2016,democrat,Hillary Rodham Clinton,8/21/2016,11,79,TRUE,44.04297
2016,democrat,Hillary Rodham Clinton,8/22/2016,11,78,TRUE,43.96475
2016,democrat,Hillary Rodham Clinton,8/23/2016,11,77,TRUE,43.78408
2016,democrat,Hillary Rodham Clinton,8/24/2016,11,76,TRUE,43.86934
2016,democrat,Hillary Rodham Clinton,8/25/2016,11,75,TRUE,43.96629
2016,democrat,Hillary Rodham Clinton,8/26/2016,11,74,TRUE,43.88086
2016,democrat,Hillary Rodham Clinton,8/27/2016,10,73,TRUE,43.86806
2016,democrat,Hillary Rodham Clinton,8/28/2016,10,72,FALSE,43.86472
2016,democrat,Hillary Rodham Clinton,8/29/2016,10,71,FALSE,43.79922
2016,democrat,Hillary Rodham Clinton,8/30/2016,10,70,FALSE,43.562985
2016,democrat,Hillary Rodham Clinton,9/1/2016,10,68,FALSE,43.36223
2016,democrat,Hillary Rodham Clinton,9/2/2016,10,67,FALSE,43.23134
2016,democrat,Hillary Rodham Clinton,9/4/2016,9,65,FALSE,43.015925
2016,democrat,Hillary Rodham Clinton,9/6/2016,9,63,FALSE,42.90587
2016,democrat,Hillary Rodham Clinton,9/7/2016,9,62,FALSE,42.9903
2016,democrat,Hillary Rodham Clinton,9/8/2016,9,61,FALSE,42.85388
2016,democrat,Hillary Rodham Clinton,9/10/2016,8,59,FALSE,42.73341
2016,democrat,Hillary Rodham Clinton,9/11/2016,8,58,FALSE,42.7317
2016,democrat,Hillary Rodham Clinton,9/12/2016,8,57,FALSE,42.66032
2016,democrat,Hillary Rodham Clinton,9/13/2016,8,56,FALSE,42.67202
2016,democrat,Hillary Rodham Clinton,9/14/2016,8,55,FALSE,42.61724
2016,democrat,Hillary Rodham Clinton,9/15/2016,8,54,FALSE,42.56108
2016,democrat,Hillary Rodham Clinton,9/16/2016,8,53,FALSE,42.71588
2016,democrat,Hillary Rodham Clinton,9/17/2016,7,52,FALSE,42.61554
2016,democrat,Hillary Rodham Clinton,9/18/2016,7,51,FALSE,42.66088
2016,democrat,Hillary Rodham Clinton,9/19/2016,7,50,FALSE,42.72853
2016,democrat,Hillary Rodham Clinton,9/20/2016,7,49,FALSE,42.84356
2016,democrat,Hillary Rodham Clinton,9/21/2016,7,48,FALSE,42.87093
2016,democrat,Hillary Rodham Clinton,9/22/2016,7,47,FALSE,43.10991
2016,democrat,Hillary Rodham Clinton,9/23/2016,7,46,FALSE,43.06268
2016,democrat,Hillary Rodham Clinton,9/24/2016,6,45,FALSE,42.94504
2016,democrat,Hillary Rodham Clinton,9/25/2016,6,44,FALSE,43.09499
2016,democrat,Hillary Rodham Clinton,9/26/2016,6,43,FALSE,43.142
2016,democrat,Hillary Rodham Clinton,9/27/2016,6,42,FALSE,43.58094
2016,democrat,Hillary Rodham Clinton,9/28/2016,6,41,FALSE,43.67243
2016,democrat,Hillary Rodham Clinton,9/29/2016,6,40,FALSE,43.86481
2016,democrat,Hillary Rodham Clinton,9/30/2016,6,39,FALSE,43.96511
2016,democrat,Hillary Rodham Clinton,10/2/2016,5,37,FALSE,44.25141
2016,democrat,Hillary Rodham Clinton,10/3/2016,5,36,FALSE,44.31591
2016,democrat,Hillary Rodham Clinton,10/4/2016,5,35,FALSE,44.3817
2016,democrat,Hillary Rodham Clinton,10/5/2016,5,34,FALSE,44.71149
2016,democrat,Hillary Rodham Clinton,10/6/2016,5,33,FALSE,44.8007
2016,democrat,Hillary Rodham Clinton,10/7/2016,5,32,FALSE,44.92714
2016,democrat,Hillary Rodham Clinton,10/8/2016,4,31,FALSE,44.90359
2016,democrat,Hillary Rodham Clinton,10/9/2016,4,30,FALSE,45.09569
2016,democrat,Hillary Rodham Clinton,10/10/2016,4,29,FALSE,45.48658
2016,democrat,Hillary Rodham Clinton,10/11/2016,4,28,FALSE,45.5005
2016,democrat,Hillary Rodham Clinton,10/12/2016,4,27,FALSE,45.36531
2016,democrat,Hillary Rodham Clinton,10/13/2016,4,26,FALSE,45.54258
2016,democrat,Hillary Rodham Clinton,10/14/2016,4,25,FALSE,45.62275
2016,democrat,Hillary Rodham Clinton,10/15/2016,3,24,FALSE,45.60066
2016,democrat,Hillary Rodham Clinton,10/16/2016,3,23,FALSE,45.85267
2016,democrat,Hillary Rodham Clinton,10/17/2016,3,22,FALSE,45.94299
2016,democrat,Hillary Rodham Clinton,10/18/2016,3,21,FALSE,46.04335
2016,democrat,Hillary Rodham Clinton,10/19/2016,3,20,FALSE,46.02682
2016,democrat,Hillary Rodham Clinton,10/20/2016,3,19,FALSE,46.03537
2016,democrat,Hillary Rodham Clinton,10/21/2016,3,18,FALSE,46.05991
2016,democrat,Hillary Rodham Clinton,10/23/2016,2,16,FALSE,46.29092
2016,democrat,Hillary Rodham Clinton,10/24/2016,2,15,FALSE,46.42565
2016,democrat,Hillary Rodham Clinton,10/25/2016,2,14,FALSE,46.22855
2016,democrat,Hillary Rodham Clinton,10/26/2016,2,13,FALSE,46.2124
2016,democrat,Hillary Rodham Clinton,10/28/2016,2,11,FALSE,46.10809
2016,democrat,Hillary Rodham Clinton,10/29/2016,1,10,FALSE,46.00624
2016,democrat,Hillary Rodham Clinton,10/30/2016,1,9,FALSE,46.17724
2016,democrat,Hillary Rodham Clinton,10/31/2016,1,8,FALSE,46.06395
2016,democrat,Hillary Rodham Clinton,11/1/2016,1,7,FALSE,45.89027
2016,democrat,Hillary Rodham Clinton,11/2/2016,1,6,FALSE,45.96022
2016,democrat,Hillary Rodham Clinton,11/3/2016,1,5,FALSE,45.73878
2016,democrat,Hillary Rodham Clinton,11/4/2016,1,4,FALSE,45.82545
2016,democrat,Hillary Rodham Clinton,11/5/2016,0,3,FALSE,45.7489
2016,democrat,Hillary Rodham Clinton,11/7/2016,0,1,FALSE,45.83657
2016,republican,Donald Trump,3/3/2016,36,250,TRUE,42.9214
2016,republican,Donald Trump,3/4/2016,36,249,TRUE,42.70839
2016,republican,Donald Trump,3/5/2016,35,248,TRUE,42.56142
2016,republican,Donald Trump,3/6/2016,35,247,TRUE,41.99857
2016,republican,Donald Trump,3/7/2016,35,246,TRUE,41.91603
2016,republican,Donald Trump,3/8/2016,35,245,TRUE,41.82387
2016,republican,Donald Trump,3/9/2016,35,244,TRUE,41.71922
2016,republican,Donald Trump,3/10/2016,35,243,TRUE,41.80345
2016,republican,Donald Trump,3/11/2016,35,242,TRUE,41.98511
2016,republican,Donald Trump,3/12/2016,34,241,TRUE,42.36272
2016,republican,Donald Trump,3/13/2016,34,240,TRUE,42.206045
2016,republican,Donald Trump,3/15/2016,34,238,TRUE,42.36718
2016,republican,Donald Trump,3/16/2016,34,237,TRUE,42.30458
2016,republican,Donald Trump,3/17/2016,34,236,TRUE,42.39415
2016,republican,Donald Trump,3/18/2016,34,235,TRUE,42.348585
2016,republican,Donald Trump,3/20/2016,33,233,TRUE,41.60321
2016,republican,Donald Trump,3/21/2016,33,232,TRUE,41.57635
2016,republican,Donald Trump,3/22/2016,33,231,TRUE,40.85947
2016,republican,Donald Trump,3/23/2016,33,230,TRUE,40.78848
2016,republican,Donald Trump,3/24/2016,33,229,TRUE,40.57411
2016,republican,Donald Trump,3/25/2016,33,228,TRUE,40.45993
2016,republican,Donald Trump,3/26/2016,32,227,TRUE,40.623685
2016,republican,Donald Trump,3/28/2016,32,225,TRUE,40.47565
2016,republican,Donald Trump,3/29/2016,32,224,TRUE,40.43441
2016,republican,Donald Trump,3/31/2016,32,222,TRUE,40.71584
2016,republican,Donald Trump,4/1/2016,32,221,TRUE,40.68798
2016,republican,Donald Trump,4/2/2016,31,220,TRUE,40.36971
2016,republican,Donald Trump,4/3/2016,31,219,TRUE,40.13267
2016,republican,Donald Trump,4/4/2016,31,218,TRUE,40.04482
2016,republican,Donald Trump,4/5/2016,31,217,TRUE,40.12203
2016,republican,Donald Trump,4/6/2016,31,216,TRUE,40.04702
2016,republican,Donald Trump,4/7/2016,31,215,TRUE,39.94262
2016,republican,Donald Trump,4/8/2016,31,214,TRUE,39.87044
2016,republican,Donald Trump,4/9/2016,30,213,TRUE,39.83619
2016,republican,Donald Trump,4/10/2016,30,212,TRUE,39.59174
2016,republican,Donald Trump,4/11/2016,30,211,TRUE,39.56086
2016,republican,Donald Trump,4/12/2016,30,210,TRUE,40.00294
2016,republican,Donald Trump,4/13/2016,30,209,TRUE,40.42749
2016,republican,Donald Trump,4/15/2016,30,207,TRUE,40.65237
2016,republican,Donald Trump,4/16/2016,29,206,TRUE,40.67388
2016,republican,Donald Trump,4/17/2016,29,205,TRUE,40.71966
2016,republican,Donald Trump,4/19/2016,29,203,TRUE,40.81068
2016,republican,Donald Trump,4/20/2016,29,202,TRUE,40.93461
2016,republican,Donald Trump,4/22/2016,29,200,TRUE,41.217185
2016,republican,Donald Trump,4/24/2016,28,198,TRUE,40.76301
2016,republican,Donald Trump,4/25/2016,28,197,TRUE,40.88538
2016,republican,Donald Trump,4/26/2016,28,196,TRUE,40.95969
2016,republican,Donald Trump,4/28/2016,28,194,TRUE,41.36185
2016,republican,Donald Trump,4/29/2016,28,193,TRUE,41.55264
2016,republican,Donald Trump,5/1/2016,27,191,TRUE,41.51591
2016,republican,Donald Trump,5/2/2016,27,190,TRUE,41.58704
2016,republican,Donald Trump,5/3/2016,27,189,TRUE,41.66159
2016,republican,Donald Trump,5/4/2016,27,188,TRUE,41.76783
2016,republican,Donald Trump,5/5/2016,27,187,TRUE,41.97034
2016,republican,Donald Trump,5/6/2016,27,186,TRUE,42.08199
2016,republican,Donald Trump,5/7/2016,26,185,TRUE,42.07001
2016,republican,Donald Trump,5/8/2016,26,184,TRUE,43.31971
2016,republican,Donald Trump,5/9/2016,26,183,TRUE,42.08594
2016,republican,Donald Trump,5/10/2016,26,182,TRUE,42.466455
2016,republican,Donald Trump,5/12/2016,26,180,TRUE,42.62192
2016,republican,Donald Trump,5/13/2016,26,179,TRUE,42.68681
2016,republican,Donald Trump,5/14/2016,25,178,TRUE,42.67084
2016,republican,Donald Trump,5/15/2016,25,177,TRUE,42.41125
2016,republican,Donald Trump,5/16/2016,25,176,TRUE,42.45411
2016,republican,Donald Trump,5/17/2016,25,175,TRUE,42.54057
2016,republican,Donald Trump,5/18/2016,25,174,TRUE,42.72803
2016,republican,Donald Trump,5/19/2016,25,173,TRUE,43.21142
2016,republican,Donald Trump,5/20/2016,25,172,TRUE,43.59252
2016,republican,Donald Trump,5/22/2016,24,170,TRUE,43.65593
2016,republican,Donald Trump,5/23/2016,24,169,TRUE,43.43075
2016,republican,Donald Trump,5/24/2016,24,168,TRUE,43.37062
2016,republican,Donald Trump,5/26/2016,24,166,TRUE,43.45782
2016,republican,Donald Trump,5/27/2016,24,165,TRUE,43.43723
2016,republican,Donald Trump,5/28/2016,23,164,TRUE,43.359
2016,republican,Donald Trump,5/29/2016,23,163,TRUE,43.47695
2016,republican,Donald Trump,5/30/2016,23,162,TRUE,42.9847
2016,republican,Donald Trump,5/31/2016,23,161,TRUE,42.94847
2016,republican,Donald Trump,6/1/2016,23,160,TRUE,42.818915
2016,republican,Donald Trump,6/3/2016,23,158,TRUE,42.52071
2016,republican,Donald Trump,6/4/2016,22,157,TRUE,42.34121
2016,republican,Donald Trump,6/5/2016,22,156,TRUE,41.8954
2016,republican,Donald Trump,6/6/2016,22,155,TRUE,41.71124
2016,republican,Donald Trump,6/7/2016,22,154,TRUE,41.77028
2016,republican,Donald Trump,6/8/2016,22,153,TRUE,39.81857
2016,republican,Donald Trump,6/9/2016,22,152,TRUE,38.80278
2016,republican,Donald Trump,6/12/2016,21,149,TRUE,38.14864
2016,republican,Donald Trump,6/13/2016,21,148,TRUE,37.809935
2016,republican,Donald Trump,6/15/2016,21,146,TRUE,37.97659
2016,republican,Donald Trump,6/16/2016,21,145,TRUE,38.38533667
2016,republican,Donald Trump,6/19/2016,20,142,TRUE,38.36926
2016,republican,Donald Trump,6/20/2016,20,141,TRUE,38.82962
2016,republican,Donald Trump,6/21/2016,20,140,TRUE,38.808015
2016,republican,Donald Trump,6/23/2016,20,138,TRUE,38.7165
2016,republican,Donald Trump,6/24/2016,20,137,TRUE,38.77316
2016,republican,Donald Trump,6/25/2016,19,136,TRUE,38.77773
2016,republican,Donald Trump,6/26/2016,19,135,TRUE,38.78666
2016,republican,Donald Trump,6/27/2016,19,134,TRUE,38.40215
2016,republican,Donald Trump,6/28/2016,19,133,TRUE,38.66706
2016,republican,Donald Trump,6/29/2016,19,132,TRUE,38.724215
2016,republican,Donald Trump,7/1/2016,19,130,TRUE,39.03957
2016,republican,Donald Trump,7/2/2016,18,129,TRUE,39.12633
2016,republican,Donald Trump,7/3/2016,18,128,TRUE,39.22176
2016,republican,Donald Trump,7/4/2016,18,127,TRUE,39.1653
2016,republican,Donald Trump,7/5/2016,18,126,TRUE,39.11433
2016,republican,Donald Trump,7/6/2016,18,125,TRUE,39.277235
2016,republican,Donald Trump,7/8/2016,18,123,TRUE,39.5132
2016,republican,Donald Trump,7/9/2016,17,122,TRUE,38.74421
2016,republican,Donald Trump,7/10/2016,17,121,TRUE,39.06358
2016,republican,Donald Trump,7/11/2016,17,120,TRUE,39.00086
2016,republican,Donald Trump,7/12/2016,17,119,TRUE,38.97839
2016,republican,Donald Trump,7/13/2016,17,118,TRUE,39.00632
2016,republican,Donald Trump,7/14/2016,17,117,TRUE,39.07936
2016,republican,Donald Trump,7/15/2016,17,116,TRUE,38.94312
2016,republican,Donald Trump,7/16/2016,16,115,TRUE,39.37487
2016,republican,Donald Trump,7/17/2016,16,114,TRUE,39.725865
2016,republican,Donald Trump,7/19/2016,16,112,TRUE,40.411825
2016,republican,Donald Trump,7/20/2016,16,111,TRUE,40.48289
2016,republican,Donald Trump,7/22/2016,16,109,TRUE,41.62041
2016,republican,Donald Trump,7/23/2016,15,108,TRUE,42.63998
2016,republican,Donald Trump,7/24/2016,15,107,TRUE,43.35638
2016,republican,Donald Trump,7/26/2016,15,105,TRUE,43.95656
2016,republican,Donald Trump,7/27/2016,15,104,TRUE,42.72345
2016,republican,Donald Trump,7/29/2016,15,102,TRUE,41.86614
2016,republican,Donald Trump,7/30/2016,14,101,TRUE,41.31393
2016,republican,Donald Trump,7/31/2016,14,100,TRUE,40.59044
2016,republican,Donald Trump,8/1/2016,14,99,TRUE,40.22011
2016,republican,Donald Trump,8/2/2016,14,98,TRUE,39.578475
2016,republican,Donald Trump,8/4/2016,14,96,TRUE,39.03553
2016,republican,Donald Trump,8/5/2016,14,95,TRUE,38.79219
2016,republican,Donald Trump,8/6/2016,13,94,TRUE,38.62396
2016,republican,Donald Trump,8/7/2016,13,93,TRUE,38.53794
2016,republican,Donald Trump,8/8/2016,13,92,TRUE,38.68027
2016,republican,Donald Trump,8/9/2016,13,91,TRUE,37.84196
2016,republican,Donald Trump,8/10/2016,13,90,TRUE,37.84456
2016,republican,Donald Trump,8/11/2016,13,89,TRUE,37.80242
2016,republican,Donald Trump,8/12/2016,13,88,TRUE,37.68069
2016,republican,Donald Trump,8/13/2016,12,87,TRUE,37.52863
2016,republican,Donald Trump,8/15/2016,12,85,TRUE,37.59656
2016,republican,Donald Trump,8/16/2016,12,84,TRUE,37.519565
2016,republican,Donald Trump,8/18/2016,12,82,TRUE,37.50729
2016,republican,Donald Trump,8/19/2016,12,81,TRUE,37.49392
2016,republican,Donald Trump,8/20/2016,11,80,TRUE,37.85382
2016,republican,Donald Trump,8/21/2016,11,79,FALSE,37.88445
2016,republican,Donald Trump,8/22/2016,11,78,FALSE,37.97769
2016,republican,Donald Trump,8/23/2016,11,77,FALSE,37.91701
2016,republican,Donald Trump,8/24/2016,11,76,FALSE,38.191065
2016,republican,Donald Trump,8/26/2016,11,74,FALSE,38.44696
2016,republican,Donald Trump,8/27/2016,10,73,FALSE,38.46603
2016,republican,Donald Trump,8/28/2016,10,72,FALSE,38.58344
2016,republican,Donald Trump,8/29/2016,10,71,FALSE,38.56061
2016,republican,Donald Trump,8/30/2016,10,70,FALSE,38.75118
2016,republican,Donald Trump,8/31/2016,10,69,FALSE,38.90142
2016,republican,Donald Trump,9/1/2016,10,68,FALSE,38.94855
2016,republican,Donald Trump,9/2/2016,10,67,FALSE,39.040445
2016,republican,Donald Trump,9/4/2016,9,65,FALSE,39.619725
2016,republican,Donald Trump,9/6/2016,9,63,FALSE,39.60244
2016,republican,Donald Trump,9/7/2016,9,62,FALSE,39.52224
2016,republican,Donald Trump,9/8/2016,9,61,FALSE,39.57595
2016,republican,Donald Trump,9/10/2016,8,59,FALSE,39.83234
2016,republican,Donald Trump,9/11/2016,8,58,FALSE,39.98423
2016,republican,Donald Trump,9/12/2016,8,57,FALSE,39.95979
2016,republican,Donald Trump,9/13/2016,8,56,FALSE,40.15223
2016,republican,Donald Trump,9/14/2016,8,55,FALSE,40.20077
2016,republican,Donald Trump,9/15/2016,8,54,FALSE,40.35649
2016,republican,Donald Trump,9/16/2016,8,53,FALSE,40.59585
2016,republican,Donald Trump,9/18/2016,7,51,FALSE,40.81042
2016,republican,Donald Trump,9/19/2016,7,50,FALSE,40.52131
2016,republican,Donald Trump,9/20/2016,7,49,FALSE,40.44974
2016,republican,Donald Trump,9/21/2016,7,48,FALSE,40.64812
2016,republican,Donald Trump,9/23/2016,7,46,FALSE,40.91531
2016,republican,Donald Trump,9/24/2016,6,45,FALSE,41.06914
2016,republican,Donald Trump,9/25/2016,6,44,FALSE,41.106
2016,republican,Donald Trump,9/26/2016,6,43,FALSE,41.15646
2016,republican,Donald Trump,9/27/2016,6,42,FALSE,41.47009
2016,republican,Donald Trump,9/28/2016,6,41,FALSE,41.51085
2016,republican,Donald Trump,9/29/2016,6,40,FALSE,41.20408
2016,republican,Donald Trump,9/30/2016,6,39,FALSE,41.16262
2016,republican,Donald Trump,10/1/2016,5,38,FALSE,41.17638
2016,republican,Donald Trump,10/2/2016,5,37,FALSE,40.74185
2016,republican,Donald Trump,10/3/2016,5,36,FALSE,40.787995
2016,republican,Donald Trump,10/5/2016,5,34,FALSE,40.68992
2016,republican,Donald Trump,10/6/2016,5,33,FALSE,40.76584
2016,republican,Donald Trump,10/7/2016,5,32,FALSE,40.65306
2016,republican,Donald Trump,10/8/2016,4,31,FALSE,40.28131
2016,republican,Donald Trump,10/10/2016,4,29,FALSE,39.57233
2016,republican,Donald Trump,10/11/2016,4,28,FALSE,39.50127
2016,republican,Donald Trump,10/12/2016,4,27,FALSE,39.49031
2016,republican,Donald Trump,10/13/2016,4,26,FALSE,39.53561
2016,republican,Donald Trump,10/14/2016,4,25,FALSE,39.45668
2016,republican,Donald Trump,10/15/2016,3,24,FALSE,39.324
2016,republican,Donald Trump,10/16/2016,3,23,FALSE,39.19754
2016,republican,Donald Trump,10/17/2016,3,22,FALSE,39.04126
2016,republican,Donald Trump,10/18/2016,3,21,FALSE,39.30629
2016,republican,Donald Trump,10/19/2016,3,20,FALSE,39.25536
2016,republican,Donald Trump,10/20/2016,3,19,FALSE,39.16004
2016,republican,Donald Trump,10/21/2016,3,18,FALSE,39.1848
2016,republican,Donald Trump,10/22/2016,2,17,FALSE,39.16642
2016,republican,Donald Trump,10/23/2016,2,16,FALSE,39.62996
